review_id,claim_id,review_round,review_datetime,reviewer_id,review_type,auto_risk_score,triage_result,reviewer_notes,perito_id,perito_physical_inspection,damage_consistency_rating,documentation_completeness_pct,recommended_action,days_since_claim
REV_01746_1,CLM_01746,1,2025-08-25 22:45:00,R-8044,Initial Triage,64.4,Red - Full Investigation,"All documents verified, consistent narrative.",,,,,Full Investigation,2
REV_01746_2,CLM_01746,2,2025-08-30 15:45:00,R-8044,Expert Assessment,,,Documentation supports claim as reported.,P-6458,Yes,2.8,59.1,Recommend Denial,6
REV_01746_3,CLM_01746,3,2025-09-24 08:45:00,SIU-581,SIU Investigation,,,Medical records review completed where applicable.,P-6458,Yes,,,Claim Approved,30
REV_01748_1,CLM_01748,1,2022-10-12 03:27:00,R-5059,Initial Triage,72.7,Red - Full Investigation,"Documentation complete, no issues detected.",,,,,Full Investigation,3
REV_01748_2,CLM_01748,2,2022-10-14 11:27:00,R-5059,Expert Assessment,,,Documentation supports claim as reported.,P-1135,Yes,4.4,93.0,Request Additional Documentation,5
REV_01748_3,CLM_01748,3,2022-10-28 03:27:00,SIU-435,SIU Investigation,,,Financial background check performed.,P-1135,Yes,,,Claim Approved,18
REV_01749_1,CLM_01749,1,2022-10-12 18:30:00,R-7230,Initial Triage,53.3,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,6
REV_01749_2,CLM_01749,2,2022-10-23 08:30:00,R-7230,Expert Assessment,,,No anomalies found during review.,P-2743,Yes,3.6,77.7,Request Additional Documentation,16
REV_01750_1,CLM_01750,1,2022-02-10 17:30:00,R-8765,Initial Triage,39.7,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,3
REV_01750_2,CLM_01750,2,2022-02-16 05:30:00,R-8765,Expert Assessment,,,No anomalies found during review.,P-9236,No,4.2,76.0,Approve with Conditions,8
REV_01751_1,CLM_01751,1,2022-03-31 14:12:00,R-3260,Initial Triage,56.4,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,7
REV_01751_2,CLM_01751,2,2022-04-07 04:12:00,R-3260,Expert Assessment,,,Physical inspection consistent with reported damage.,P-4063,No,3.5,79.5,Approve with Conditions,13
REV_01752_1,CLM_01752,1,2024-05-25 13:03:00,R-2812,Initial Triage,29.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_01752_2,CLM_01752,2,2024-05-30 22:03:00,R-2812,Expert Assessment,,,Documentation supports claim as reported.,P-8259,No,4.1,61.7,Refer to Special Investigations Unit,6
REV_01752_3,CLM_01752,3,2024-06-12 07:03:00,SIU-934,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-8259,Yes,,,Claim Approved,18
REV_01753_1,CLM_01753,1,2023-07-16 10:05:00,R-6221,Initial Triage,35.2,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,5
REV_01755_1,CLM_01755,1,2025-02-25 08:05:00,R-7520,Initial Triage,35.6,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,4
REV_01755_2,CLM_01755,2,2025-03-05 20:05:00,R-7520,Expert Assessment,,,Documentation supports claim as reported.,P-8548,No,5.0,96.6,Approve,12
REV_01756_1,CLM_01756,1,2025-03-30 14:01:00,R-9908,Initial Triage,37.3,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_01756_2,CLM_01756,2,2025-04-22 22:01:00,R-9908,Expert Assessment,,,Documentation supports claim as reported.,P-5992,No,4.2,100.0,Approve,24
REV_01757_1,CLM_01757,1,2022-03-20 22:37:00,R-5059,Initial Triage,58.2,Orange - Escalated Review,"All documents verified, consistent narrative.",,,,,Escalated Review,1
REV_01757_2,CLM_01757,2,2022-03-26 13:37:00,R-5059,Expert Assessment,,,Verified damage with independent assessment.,P-8259,No,3.4,79.1,Approve with Conditions,6
REV_01758_1,CLM_01758,1,2023-07-30 13:06:00,R-4219,Initial Triage,0.0,Green - Proceed,Unable to reach witness listed in report.,,,,,Proceed,1
REV_01759_1,CLM_01759,1,2022-02-12 14:44:00,R-1276,Initial Triage,44.3,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,6
REV_01759_2,CLM_01759,2,2022-02-21 06:44:00,R-1276,Expert Assessment,,,Verified damage with independent assessment.,P-3801,No,1.9,100.0,Approve,14
REV_01761_1,CLM_01761,1,2023-03-12 04:52:00,R-9461,Initial Triage,8.8,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,3
REV_01762_1,CLM_01762,1,2022-11-18 23:16:00,R-8019,Initial Triage,36.5,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,1
REV_01762_2,CLM_01762,2,2022-11-25 15:16:00,R-8019,Expert Assessment,,,Physical inspection consistent with reported damage.,P-9976,Yes,1.8,75.5,Refer to Special Investigations Unit,7
REV_01762_3,CLM_01762,3,2022-12-02 03:16:00,SIU-900,SIU Investigation,,,Independent engineering assessment obtained.,P-9976,Yes,,,Claim Approved,13
REV_01763_1,CLM_01763,1,2025-09-12 04:09:00,R-8404,Initial Triage,16.7,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,5
REV_01764_1,CLM_01764,1,2025-12-18 08:05:00,R-8404,Initial Triage,8.6,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,1
REV_01765_1,CLM_01765,1,2022-04-16 04:28:00,R-2512,Initial Triage,86.2,Red - Full Investigation,"Routine processing, no flags raised.",,,,,Full Investigation,1
REV_01765_2,CLM_01765,2,2022-04-17 12:28:00,R-2512,Expert Assessment,,,Verified damage with independent assessment.,P-6360,No,4.1,84.1,Request Additional Documentation,2
REV_01766_1,CLM_01766,1,2025-10-03 09:20:00,R-3260,Initial Triage,18.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,3
REV_01767_1,CLM_01767,1,2024-11-24 07:25:00,R-2812,Initial Triage,20.8,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,2
REV_01768_1,CLM_01768,1,2022-11-06 04:49:00,R-6545,Initial Triage,61.4,Orange - Escalated Review,Repair estimate seems elevated for reported damage type.,,,,,Escalated Review,2
REV_01768_2,CLM_01768,2,2022-11-10 19:49:00,R-6545,Expert Assessment,,,Witness could not be independently verified.,P-7666,No,3.1,30.1,Refer to Special Investigations Unit,6
REV_01768_3,CLM_01768,3,2022-11-18 11:49:00,SIU-396,SIU Investigation,,,Cross-referenced with external fraud database.,P-7666,Yes,,,Claim Settled at Reduced Amount,13
REV_01769_1,CLM_01769,1,2024-07-09 18:42:00,R-8044,Initial Triage,20.4,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,1
REV_01770_1,CLM_01770,1,2022-07-10 09:29:00,R-8592,Initial Triage,5.6,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,3
REV_01771_1,CLM_01771,1,2025-06-04 08:06:00,R-3691,Initial Triage,33.2,Yellow - Standard Review,"Documentation complete, no issues detected.",,,,,Standard Review,2
REV_01771_2,CLM_01771,2,2025-06-18 20:06:00,R-3691,Expert Assessment,,,Physical inspection consistent with reported damage.,P-9976,Yes,4.1,85.9,Request Additional Documentation,16
REV_01772_1,CLM_01772,1,2025-12-30 23:29:00,R-2812,Initial Triage,17.5,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,2
REV_01773_1,CLM_01773,1,2025-07-27 20:20:00,R-5059,Initial Triage,44.0,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,2
REV_01773_2,CLM_01773,2,2025-08-15 13:20:00,R-5059,Expert Assessment,,,Documentation supports claim as reported.,P-2553,Yes,3.2,56.2,Request Additional Documentation,20
REV_01774_1,CLM_01774,1,2025-12-02 07:49:00,R-2207,Initial Triage,58.2,Yellow - Standard Review,Vehicle inspection recommended.,,,,,Standard Review,1
REV_01774_2,CLM_01774,2,2025-12-12 20:49:00,R-2207,Expert Assessment,,,Damage appears staged or inconsistent with impact point described.,P-3844,No,1.4,43.3,Recommend Denial,11
REV_01774_3,CLM_01774,3,2025-12-27 09:49:00,SIU-381,SIU Investigation,,,Medical records review completed where applicable.,P-3844,Yes,,,Claim Denied,25
REV_01775_1,CLM_01775,1,2025-04-18 22:08:00,R-6466,Initial Triage,62.0,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,2
REV_01775_2,CLM_01775,2,2025-05-15 07:08:00,R-6466,Expert Assessment,,,All repair items match incident description.,P-5972,Yes,3.1,87.8,Approve,28
REV_01776_1,CLM_01776,1,2022-07-16 13:31:00,R-8404,Initial Triage,26.4,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,1
REV_01776_2,CLM_01776,2,2022-08-08 04:31:00,R-8404,Expert Assessment,,,All repair items match incident description.,P-5386,No,4.0,87.3,Approve,23
REV_01777_1,CLM_01777,1,2023-07-02 22:32:00,R-6545,Initial Triage,0.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,7
REV_01777_2,CLM_01777,2,2023-07-09 06:32:00,R-6545,Expert Assessment,,,Verified damage with independent assessment.,P-8186,Yes,3.5,63.8,Request Additional Documentation,13
REV_01778_1,CLM_01778,1,2023-12-07 05:19:00,R-6221,Initial Triage,30.6,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_01779_1,CLM_01779,1,2024-07-24 01:15:00,R-8404,Initial Triage,77.4,Red - Full Investigation,"Documentation complete, no issues detected.",,,,,Full Investigation,4
REV_01779_2,CLM_01779,2,2024-07-25 16:15:00,R-8404,Expert Assessment,,,Physical inspection consistent with reported damage.,P-8842,No,3.9,76.2,Approve with Conditions,5
REV_01780_1,CLM_01780,1,2022-06-16 00:50:00,R-8019,Initial Triage,60.2,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,5
REV_01780_2,CLM_01780,2,2022-06-29 09:50:00,R-8019,Expert Assessment,,,Physical inspection consistent with reported damage.,P-9976,No,4.0,71.5,Approve,18
REV_01782_1,CLM_01782,1,2022-07-03 04:26:00,R-5533,Initial Triage,28.9,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_01783_1,CLM_01783,1,2023-04-05 21:22:00,R-6143,Initial Triage,42.3,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,3
REV_01783_2,CLM_01783,2,2023-04-20 10:22:00,R-6143,Expert Assessment,,,Documentation supports claim as reported.,P-8859,Yes,3.0,80.0,Request Additional Documentation,17
REV_01785_1,CLM_01785,1,2024-12-24 09:40:00,R-4718,Initial Triage,29.5,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,2
REV_01785_2,CLM_01785,2,2024-12-29 22:40:00,R-4718,Expert Assessment,,,No anomalies found during review.,P-2714,No,4.6,89.7,Approve,7
REV_01786_1,CLM_01786,1,2022-07-27 05:51:00,R-9758,Initial Triage,16.6,Green - Proceed,Minor inconsistencies in timeline reported by claimant.,,,,,Proceed,1
REV_01787_1,CLM_01787,1,2022-01-29 09:19:00,R-8100,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_01788_1,CLM_01788,1,2025-07-22 01:13:00,R-2957,Initial Triage,51.0,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,1
REV_01788_2,CLM_01788,2,2025-07-28 10:13:00,R-2957,Expert Assessment,,,Documentation supports claim as reported.,P-4275,No,4.9,59.9,Request Additional Documentation,7
REV_01789_1,CLM_01789,1,2023-03-18 21:30:00,R-5533,Initial Triage,28.5,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,1
REV_01790_1,CLM_01790,1,2025-02-19 02:00:00,R-1744,Initial Triage,54.0,Orange - Escalated Review,"Documentation complete, no issues detected.",,,,,Escalated Review,2
REV_01790_2,CLM_01790,2,2025-02-26 11:00:00,R-1744,Expert Assessment,,,Verified damage with independent assessment.,P-3009,No,4.8,40.8,Refer to Special Investigations Unit,9
REV_01790_3,CLM_01790,3,2025-03-13 02:00:00,SIU-174,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-3009,Yes,,,Claim Settled at Reduced Amount,23
REV_01791_1,CLM_01791,1,2024-05-22 17:29:00,R-7001,Initial Triage,66.7,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,2
REV_01791_2,CLM_01791,2,2024-05-26 01:29:00,R-7001,Expert Assessment,,,No anomalies found during review.,P-1904,Yes,3.7,75.3,Approve with Conditions,5
REV_01792_1,CLM_01792,1,2024-10-03 14:25:00,R-8044,Initial Triage,25.0,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,8
REV_01793_1,CLM_01793,1,2025-05-20 17:55:00,R-2207,Initial Triage,50.5,Orange - Escalated Review,"Verified with third party, consistent account.",,,,,Escalated Review,2
REV_01793_2,CLM_01793,2,2025-05-24 06:55:00,R-2207,Expert Assessment,,,Documentation supports claim as reported.,P-6700,No,3.8,74.8,Approve,5
REV_01794_1,CLM_01794,1,2025-09-20 05:34:00,R-6143,Initial Triage,18.2,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,4
REV_01795_1,CLM_01795,1,2023-07-04 05:38:00,R-5059,Initial Triage,70.5,Red - Full Investigation,"Some documentation missing, requested follow-up.",,,,,Full Investigation,2
REV_01795_2,CLM_01795,2,2023-07-07 15:38:00,R-5059,Expert Assessment,,,"Pre-existing damage observed, not clearly separable from claim.",P-7277,Yes,4.1,90.2,Recommend Denial,5
REV_01795_3,CLM_01795,3,2023-07-16 01:38:00,SIU-200,SIU Investigation,,,Cross-referenced with external fraud database.,P-7277,Yes,,,Claim Denied,13
REV_01798_1,CLM_01798,1,2025-09-22 02:03:00,R-3691,Initial Triage,38.7,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,1
REV_01798_2,CLM_01798,2,2025-10-06 15:03:00,R-3691,Expert Assessment,,,Physical inspection consistent with reported damage.,P-9806,No,3.9,74.8,Request Additional Documentation,15
REV_01800_1,CLM_01800,1,2024-02-04 11:25:00,R-7001,Initial Triage,65.4,Orange - Escalated Review,Workshop quote significantly above reference range.,,,,,Escalated Review,4
REV_01800_2,CLM_01800,2,2024-02-06 23:25:00,R-7001,Expert Assessment,,,Claimant could not provide consistent timeline across interviews.,P-5462,No,2.8,70.8,Approve with Conditions,6
REV_01801_1,CLM_01801,1,2024-05-14 08:34:00,R-2512,Initial Triage,61.3,Orange - Escalated Review,"Routine processing, no flags raised.",,,,,Escalated Review,1
REV_01801_2,CLM_01801,2,2024-05-17 21:34:00,R-2512,Expert Assessment,,,No anomalies found during review.,P-4505,No,4.0,100.0,Request Additional Documentation,4
REV_01802_1,CLM_01802,1,2024-03-24 02:53:00,R-8100,Initial Triage,26.7,Yellow - Standard Review,"Standard claim, within normal parameters.",,,,,Standard Review,3
REV_01802_2,CLM_01802,2,2024-03-31 14:53:00,R-8100,Expert Assessment,,,All repair items match incident description.,P-2743,No,3.8,71.0,Refer to Special Investigations Unit,10
REV_01802_3,CLM_01802,3,2024-04-10 06:53:00,SIU-143,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-2743,No,,,Claim Approved,19
REV_01803_1,CLM_01803,1,2025-01-01 13:51:00,R-4718,Initial Triage,26.4,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_01804_1,CLM_01804,1,2023-04-13 13:04:00,R-2512,Initial Triage,71.2,Orange - Escalated Review,"Standard claim, within normal parameters.",,,,,Escalated Review,1
REV_01804_2,CLM_01804,2,2023-04-16 04:04:00,R-2512,Expert Assessment,,,All repair items match incident description.,P-7266,No,3.6,79.9,Approve with Conditions,3
REV_01805_1,CLM_01805,1,2023-08-12 23:03:00,R-5533,Initial Triage,47.5,Yellow - Standard Review,Workshop quote significantly above reference range.,,,,,Standard Review,2
REV_01805_2,CLM_01805,2,2023-09-24 11:03:00,R-5533,Expert Assessment,,,Verified damage with independent assessment.,P-8548,Yes,1.9,83.1,Refer to Special Investigations Unit,44
REV_01805_3,CLM_01805,3,2023-09-29 21:03:00,SIU-383,SIU Investigation,,,"Interviewed claimant, witness, and repair shop independently.",P-8548,Yes,,,Claim Withdrawn by Claimant,49
REV_01806_1,CLM_01806,1,2023-01-07 19:37:00,R-1744,Initial Triage,1.2,Green - Proceed,"Routine processing, no flags raised.",,,,,Proceed,3
REV_01808_1,CLM_01808,1,2024-05-05 10:38:00,R-1307,Initial Triage,42.2,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,2
REV_01808_2,CLM_01808,2,2024-05-12 01:38:00,R-1307,Expert Assessment,,,No anomalies found during review.,P-3659,Yes,2.0,89.8,Refer to Special Investigations Unit,8
REV_01808_3,CLM_01808,3,2024-05-17 16:38:00,SIU-866,SIU Investigation,,,Claim history pattern analysis completed.,P-3659,Yes,,,Claim Approved,13
REV_01809_1,CLM_01809,1,2025-10-20 07:06:00,R-1276,Initial Triage,27.1,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,2
REV_01812_1,CLM_01812,1,2023-04-15 15:36:00,R-3691,Initial Triage,15.3,Green - Proceed,"Verified with third party, consistent account.",,,,,Proceed,2
REV_01814_1,CLM_01814,1,2022-04-26 20:36:00,R-7520,Initial Triage,0.0,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,3
REV_01815_1,CLM_01815,1,2022-04-28 13:06:00,R-8019,Initial Triage,29.0,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,1
REV_01815_2,CLM_01815,2,2022-05-06 02:06:00,R-8019,Expert Assessment,,,Photos metadata timestamp does not match reported accident date.,P-9557,No,4.7,68.3,Refer to Special Investigations Unit,8
REV_01815_3,CLM_01815,3,2022-05-20 16:06:00,SIU-169,SIU Investigation,,,Independent engineering assessment obtained.,P-9557,Yes,,,Claim Denied,22
REV_01816_1,CLM_01816,1,2025-02-01 12:07:00,R-3260,Initial Triage,9.1,Green - Proceed,"All documents verified, consistent narrative.",,,,,Proceed,2
REV_01817_1,CLM_01817,1,2025-08-19 13:21:00,R-3644,Initial Triage,28.2,Yellow - Standard Review,"All documents verified, consistent narrative.",,,,,Standard Review,1
REV_01817_2,CLM_01817,2,2025-09-02 22:21:00,R-3644,Expert Assessment,,,All repair items match incident description.,P-7936,No,3.4,87.6,Approve,15
REV_01817_3,CLM_01817,3,2025-09-14 14:21:00,SIU-992,SIU Investigation,,,Claim history pattern analysis completed.,P-7936,No,,,Claim Approved,26
REV_01818_1,CLM_01818,1,2022-10-05 15:19:00,R-8765,Initial Triage,17.5,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,1
REV_01820_1,CLM_01820,1,2022-10-05 01:07:00,R-3260,Initial Triage,9.4,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,2
REV_01821_1,CLM_01821,1,2024-01-26 19:53:00,R-8044,Initial Triage,17.0,Green - Proceed,"Documentation complete, no issues detected.",,,,,Proceed,3
REV_01821_2,CLM_01821,2,2024-02-03 04:53:00,R-8044,Expert Assessment,,,No anomalies found during review.,P-2743,Yes,3.1,80.6,Request Additional Documentation,10
REV_01822_1,CLM_01822,1,2025-08-26 05:47:00,R-2207,Initial Triage,13.7,Green - Proceed,"Standard claim, within normal parameters.",,,,,Proceed,2
REV_01823_1,CLM_01823,1,2023-03-21 16:12:00,R-6143,Initial Triage,41.3,Yellow - Standard Review,"Routine processing, no flags raised.",,,,,Standard Review,4
REV_01823_2,CLM_01823,2,2023-03-30 06:12:00,R-6143,Expert Assessment,,,No anomalies found during review.,P-8259,No,2.7,73.3,Refer to Special Investigations Unit,12
REV_01823_3,CLM_01823,3,2023-04-04 22:12:00,SIU-187,SIU Investigation,,,Medical records review completed where applicable.,P-8259,Yes,,,Claim Approved,17
REV_01824_1,CLM_01824,1,2024-01-10 19:42:00,R-8100,Initial Triage,44.3,Yellow - Standard Review,"Verified with third party, consistent account.",,,,,Standard Review,5
